Compound,m.z,Retention.time..min.,Intensity,Mode,Y1-act-11,Y1-qui-try-11,Y1-qui-scr-11,Y2-act-11,Y2-qui-try-11,Y2-qui-scr-11,Y3-act-11,Y3-qui-try-11,Y3-qui-scr-11,O1-act-11,O1-qui-try-11,O1-qui-scr-11,O2-act-11,O2-qui-try-11,O2-qui-scr-11,O3-act-11,O3-qui-try-11,O3-qui-scr-11,Y1-act-8,Y1-qui-8,Y2-act-8,Y2-qui-8,Y3-act-8,Y3-qui-8,O1-act-8,O1-qui-8,O2-act-8,O2-qui-8,O3-act-8,O3-qui-8,Act-Adherent-1,Act-Adherent-2,Act-suspension-1,Act-suspension-2,QC1,QC2,QC3,LipidIon,FattyAcid,Class,IonFormula,RT_LS,mz_LS,mscore,tscore
20.88_1371.9344m/z,1371.9344,20.88,647343.9252,Accucore_C18_neg,4.9E+05,8.8E+05,1.4E+06,4.8E+05,1.0E+06,1.2E+06,3.5E+05,7.5E+05,1.1E+06,3.2E+05,4.2E+05,9.7E+05,9.3E+05,4.2E+05,6.6E+05,2.3E+03,6.2E+05,6.3E+05,3.9E+05,8.8E+05,6.2E+05,1.1E+06,5.3E+05,1.1E+06,3.4E+05,3.4E+05,1.1E+06,8.9E+05,1.3E+06,6.3E+05,5.4E+05,4.5E+05,9.9E+05,8.3E+05,6.1E+05,4.9E+05,4.8E+05,CL(16:1/16:1/16:1/18:1)-H,(16:1/16:1/16:1/18:1),CL,C75 H137 O17 P2,20.89073317,1371.933655,139.060964,0.092215499
12.34_1486.0794m/z,1486.0794,12.34,242222.4571,Accucore_C18_pos,4.3E+04,4.0E+05,5.1E+05,4.2E+03,2.4E+05,8.1E+05,8.3E+03,4.4E+05,6.8E+05,1.1E+04,1.9E+05,1.4E+06,1.5E+05,1.2E+05,2.4E+05,2.3E+04,2.8E+05,4.0E+05,2.2E+05,1.2E+06,8.1E+04,8.4E+05,3.4E+05,1.3E+06,8.7E+04,7.7E+05,1.1E+05,6.0E+05,5.7E+05,7.5E+05,1.2E+05,2.2E+05,4.8E+04,1.1E+05,1.7E+05,1.9E+05,1.9E+05,CL(16:1/18:0/20:0/20:3)+H,(16:1/18:0/20:0/20:3),CL,C83 H155 O17 P2,12.33321205,1486.073407,8.729517876,14.94892936
22.73_1418.0135m/z,1418.0135,22.73,306229.6143,Accucore_C18_neg,2.3E+04,8.9E+05,1.2E+06,2.5E+03,1.0E+06,1.1E+06,2.0E+04,7.7E+05,8.2E+05,0.0E+00,2.5E+05,6.8E+05,5.3E+03,3.6E+05,4.4E+05,0.0E+00,5.4E+05,3.9E+05,1.2E+04,4.5E+05,1.1E+04,3.8E+05,8.3E+03,4.0E+05,0.0E+00,4.8E+05,3.3E+04,1.1E+06,5.9E+04,1.1E+06,4.9E+03,5.5E+03,1.7E+04,9.6E+03,3.0E+05,2.2E+05,2.0E+05,CL(17:0/18:1/16:0/18:1)-H,(17:0/18:1/16:0/18:1),CL,C78 H147 O17 P2,22.73208217,1418.011905,131.7708421,0.260325537
22.23_1415.9972m/z,1415.9972,22.23,1528297.515,Accucore_C18_neg,3.2E+05,3.1E+06,4.1E+06,2.3E+05,3.4E+06,3.9E+06,2.2E+05,3.0E+06,3.3E+06,6.7E+04,1.3E+06,2.8E+06,2.4E+05,1.7E+06,2.2E+06,1.2E+05,2.1E+06,1.7E+06,1.1E+05,2.7E+06,1.2E+05,2.3E+06,7.0E+04,2.5E+06,1.1E+05,2.2E+06,3.9E+05,3.8E+06,5.6E+05,3.2E+06,1.2E+05,7.5E+04,2.5E+05,2.1E+05,1.5E+06,1.2E+06,1.1E+06,CL(17:1/16:0/18:1/18:1)-H,(17:1/16:0/18:1/18:1),CL,C78 H145 O17 P2,22.24186623,1415.996255,106.4459382,0.050166355
21.17_692.4716m/z,692.4716,21.17,34459.47776,Accucore_C18_neg,9.3E+03,1.1E+05,1.2E+05,4.8E+03,1.3E+05,1.1E+05,3.1E+03,8.5E+04,1.3E+05,1.2E+03,3.9E+04,5.3E+04,1.2E+04,5.3E+04,9.2E+04,0.0E+00,7.0E+04,6.0E+04,2.1E+03,6.6E+04,3.2E+03,8.2E+04,1.4E+03,7.5E+04,6.7E+02,3.0E+04,1.5E+04,1.1E+05,2.7E+04,5.8E+04,2.3E+03,1.4E+03,7.4E+03,7.1E+03,5.8E+04,4.7E+04,3.7E+04,CL(17:1/16:1/16:1/18:1)-2H,(17:1/16:1/16:1/18:1),CL,C76 H138 O17 P2,21.16961926,692.471014,89.04913592,0.052694535
21.18_1385.9500m/z,1385.9500,21.18,733377.4523,Accucore_C18_neg,2.1E+05,2.3E+06,3.1E+06,1.5E+05,2.5E+06,2.8E+06,1.2E+05,1.9E+06,2.6E+06,7.2E+04,7.3E+05,1.6E+06,2.4E+05,1.1E+06,1.6E+06,0.0E+00,1.4E+06,1.2E+06,9.8E+04,1.4E+06,8.6E+04,1.8E+06,3.5E+04,1.8E+06,6.8E+04,7.3E+05,3.7E+05,2.1E+06,5.2E+05,1.3E+06,6.5E+04,4.7E+04,2.3E+05,1.9E+05,9.9E+05,7.8E+05,8.0E+05,CL(17:1/16:1/16:1/18:1)-H,(17:1/16:1/16:1/18:1),CL,C76 H139 O17 P2,21.16961926,1385.949305,139.3752478,0.086116037
21.71_1413.9820m/z,1413.9820,21.71,3370820.69,Accucore_C18_neg,9.8E+05,6.6E+06,7.7E+06,8.1E+05,6.9E+06,7.6E+06,6.9E+05,6.1E+06,6.9E+06,4.4E+05,3.3E+06,5.5E+06,1.1E+06,4.9E+06,5.9E+06,5.0E+05,4.7E+06,4.2E+06,4.2E+05,5.5E+06,5.3E+05,5.9E+06,3.6E+05,6.2E+06,4.3E+05,3.4E+06,1.4E+06,6.3E+06,1.9E+06,5.0E+06,4.1E+05,3.4E+05,9.1E+05,7.9E+05,3.7E+06,2.9E+06,3.0E+06,CL(17:1/18:1/16:1/18:1)-H,(17:1/18:1/16:1/18:1),CL,C78 H143 O17 P2,21.71025172,1413.980605,137.1207665,0.151285388
22.18_720.5029m/z,720.5029,22.18,239620.2758,Accucore_C18_neg,6.5E+04,4.1E+05,5.0E+05,3.7E+04,4.8E+05,4.3E+05,5.0E+04,3.6E+05,4.9E+05,2.0E+04,2.4E+05,3.9E+05,6.8E+04,3.2E+05,4.6E+05,3.2E+03,3.2E+05,2.4E+05,1.9E+04,4.8E+05,2.0E+04,3.6E+05,8.7E+03,4.3E+05,2.8E+03,2.7E+05,6.3E+04,4.9E+05,1.2E+05,4.1E+05,1.6E+04,1.0E+04,4.2E+04,3.7E+04,2.4E+05,2.0E+05,1.6E+05,CL(17:1/18:1/18:1/18:1)-2H,(17:1/18:1/18:1/18:1),CL,C80 H146 O17 P2,22.20326387,720.502314,104.9367888,0.155234674
22.20_1442.0130m/z,1442.0130,22.20,2964038.158,Accucore_C18_neg,7.9E+05,5.4E+06,7.2E+06,5.6E+05,6.1E+06,6.8E+06,5.5E+05,5.3E+06,5.9E+06,3.6E+05,2.8E+06,5.8E+06,7.4E+05,4.4E+06,5.7E+06,4.9E+05,4.0E+06,3.2E+06,2.3E+05,6.6E+06,3.1E+05,5.6E+06,2.2E+05,6.7E+06,2.7E+05,3.7E+06,8.6E+05,6.5E+06,1.4E+06,5.4E+06,2.8E+05,2.2E+05,5.6E+05,4.9E+05,2.8E+06,2.3E+06,2.2E+06,CL(17:1/18:1/18:1/18:1)-H,(17:1/18:1/18:1/18:1),CL,C80 H147 O17 P2,22.20326387,1442.011905,138.7029699,0.175935538
21.77_1439.9970m/z,1439.9970,21.77,791869.733,Accucore_C18_neg,2.0E+05,9.5E+05,1.1E+06,1.2E+05,9.9E+05,1.0E+06,1.3E+05,8.7E+05,9.8E+05,6.0E+04,8.6E+05,1.4E+06,1.8E+05,7.2E+05,8.7E+05,2.9E+03,1.3E+06,1.2E+06,1.7E+05,9.7E+05,1.8E+05,8.7E+05,1.1E+05,1.0E+06,2.6E+04,1.2E+06,7.4E+04,1.2E+06,2.2E+05,1.5E+06,1.3E+05,1.1E+05,2.0E+05,1.6E+05,6.0E+05,4.7E+05,4.8E+05,CL(17:1/18:1/18:2/18:1)-H,(17:1/18:1/18:2/18:1),CL,C80 H145 O17 P2,21.79243331,1439.996255,131.4714473,0.21350688
22.05_1375.9654m/z,1375.9654,22.05,173042.6603,Accucore_C18_neg,6.4E+04,4.5E+05,5.9E+05,5.8E+04,4.9E+05,5.3E+05,5.4E+04,4.3E+05,5.2E+05,9.9E+03,1.8E+05,3.6E+05,6.4E+04,1.5E+05,2.2E+05,1.4E+03,3.2E+05,2.7E+05,8.4E+04,5.0E+05,1.4E+05,3.5E+05,1.1E+05,3.7E+05,0.0E+00,2.7E+05,5.7E+04,5.9E+05,7.5E+04,4.8E+05,1.1E+05,9.0E+04,1.7E+05,1.5E+05,2.5E+05,2.0E+05,1.9E+05,CL(18:1/16:0/16:0/16:1)-H,(18:1/16:0/16:0/16:1),CL,C75 H141 O17 P2,22.075,1375.964955,92.52714638,0.286392602
22.52_1403.9970m/z,1403.9970,22.52,1026983.268,Accucore_C18_neg,4.2E+05,1.6E+06,2.2E+06,4.3E+05,1.9E+06,2.0E+06,4.1E+05,1.5E+06,1.7E+06,1.7E+05,1.1E+06,2.3E+06,4.9E+05,9.3E+05,1.2E+06,8.9E+04,1.6E+06,1.1E+06,5.2E+05,2.8E+06,8.5E+05,2.3E+06,9.3E+05,2.5E+06,3.1E+05,1.5E+06,5.5E+05,2.0E+06,9.1E+05,2.6E+06,6.2E+05,5.4E+05,8.9E+05,7.6E+05,1.0E+06,8.2E+05,8.2E+05,CL(18:1/16:0/16:0/18:1)-H,(18:1/16:0/16:0/18:1),CL,C77 H145 O17 P2,22.51967321,1403.996255,133.742454,0.268548563
21.98_1403.9925m/z,1403.9925,21.98,445409.7803,Accucore_C18_pos,1.2E+05,1.3E+06,1.5E+06,8.7E+04,9.3E+05,1.6E+06,1.0E+05,1.1E+06,1.3E+06,8.6E+03,4.4E+05,1.5E+06,2.4E+05,4.3E+05,4.8E+05,9.2E+04,6.2E+05,6.5E+05,7.7E+04,1.3E+06,9.2E+04,1.1E+06,1.9E+05,1.3E+06,8.5E+04,7.1E+05,2.6E+05,1.1E+06,4.5E+05,1.1E+06,1.3E+05,2.0E+05,2.9E+05,3.2E+05,4.4E+05,4.1E+05,4.3E+05,CL(18:1/16:0/16:1/18:1)+H,(18:1/16:0/16:1/18:1),CL,C77 H145 O17 P2,22.00586553,1403.995157,11.06410081,4.219007226
21.99_1401.9812m/z,1401.9812,21.99,1862580.619,Accucore_C18_neg,1.1E+06,3.0E+06,3.6E+06,1.0E+06,3.1E+06,3.3E+06,1.0E+06,2.8E+06,3.1E+06,6.1E+05,1.9E+06,2.9E+06,1.4E+06,1.8E+06,2.2E+06,8.6E+05,2.4E+06,2.2E+06,9.0E+05,3.1E+06,1.3E+06,2.7E+06,1.2E+06,2.8E+06,7.9E+05,2.3E+06,1.4E+06,3.3E+06,1.6E+06,3.1E+06,1.3E+06,1.1E+06,1.8E+06,1.7E+06,1.9E+06,1.7E+06,1.6E+06,CL(18:1/16:0/16:1/18:1)-H,(18:1/16:0/16:1/18:1),CL,C77 H143 O17 P2,22.00586553,1401.980605,118.83761,0.0641228
21.45_1401.9768m/z,1401.9768,21.45,1622430.279,Accucore_C18_pos,8.1E+05,3.1E+06,3.9E+06,7.3E+05,2.2E+06,4.0E+06,7.2E+05,2.7E+06,3.4E+06,7.0E+05,1.2E+06,3.7E+06,1.8E+06,1.5E+06,1.8E+06,8.6E+05,1.5E+06,1.6E+06,5.0E+05,3.0E+06,6.5E+05,3.3E+06,9.8E+05,4.0E+06,6.3E+05,1.3E+06,2.3E+06,2.1E+06,3.5E+06,1.8E+06,6.9E+05,9.3E+05,1.4E+06,1.6E+06,1.3E+06,1.4E+06,1.5E+06,CL(18:1/16:1/16:1/18:1)+H,(18:1/16:1/16:1/18:1),CL,C77 H143 O17 P2,21.43440407,1401.979507,15.32844553,4.40277823
21.43_1423.9567m/z,1423.9567,21.43,544677.1291,Accucore_C18_pos,2.5E+05,1.1E+06,1.3E+06,2.1E+05,7.3E+05,1.4E+06,2.1E+05,9.4E+05,1.1E+06,2.1E+05,3.5E+05,1.4E+06,5.9E+05,5.1E+05,5.4E+05,2.8E+05,4.7E+05,5.5E+05,9.5E+04,1.0E+06,1.9E+05,1.2E+06,2.9E+05,1.4E+06,1.9E+05,4.3E+05,8.5E+05,7.7E+05,1.3E+06,6.3E+05,2.2E+05,2.9E+05,4.7E+05,5.8E+05,4.4E+05,4.7E+05,5.1E+05,CL(18:1/16:1/16:1/18:1)+Na,(18:1/16:1/16:1/18:1),CL,C77 H142 O17 P2 Na1,21.43440407,1423.961452,15.81163931,4.163630413
21.46_1399.9658m/z,1399.9658,21.46,4145479.135,Accucore_C18_neg,3.1E+06,5.1E+06,6.3E+06,2.9E+06,5.2E+06,5.9E+06,2.6E+06,4.7E+06,5.6E+06,2.5E+06,3.5E+06,5.3E+06,4.8E+06,3.8E+06,4.7E+06,1.3E+06,4.0E+06,3.8E+06,2.0E+06,5.4E+06,3.0E+06,5.7E+06,2.9E+06,5.9E+06,2.4E+06,3.2E+06,5.2E+06,5.0E+06,6.4E+06,4.1E+06,2.9E+06,2.6E+06,4.6E+06,4.2E+06,3.9E+06,3.4E+06,3.4E+06,CL(18:1/16:1/16:1/18:1)-H| CL(18:1/16:1/16:1/18:1)-H,(18:1/16:1/16:1/18:1)| (18:1/16:1/16:1/18:1),CL| CL,C77 H141 O17 P2| C77 H141 O17 P2,21.4344040746543| 21.721,1399.96495453| 1399.96495453,134.575609076071| 130.125190844759,0.146414460805849| 0.0668469513726748
21.96_1430.0081m/z,1430.0081,21.96,2222104.949,Accucore_C18_pos,1.0E+06,3.4E+06,4.2E+06,1.0E+06,2.7E+06,4.3E+06,9.9E+05,3.4E+06,3.8E+06,9.7E+05,1.7E+06,5.5E+06,2.2E+06,2.5E+06,2.5E+06,1.2E+06,2.1E+06,2.1E+06,5.2E+05,5.1E+06,8.2E+05,4.1E+06,1.2E+06,5.9E+06,8.0E+05,2.7E+06,2.3E+06,3.0E+06,4.2E+06,3.1E+06,9.5E+05,1.0E+06,1.6E+06,1.8E+06,2.0E+06,1.9E+06,1.9E+06,CL(18:1/16:1/18:1/18:1)+H,(18:1/16:1/18:1/18:1),CL,C79 H147 O17 P2,21.96589253,1430.010807,15.01282823,3.928314493
21.96_1451.9874m/z,1451.9874,21.96,679757.9551,Accucore_C18_pos,2.5E+05,1.1E+06,1.4E+06,2.4E+05,7.8E+05,1.5E+06,2.4E+05,1.1E+06,1.1E+06,2.3E+05,5.2E+05,1.9E+06,6.0E+05,7.2E+05,7.6E+05,2.8E+05,6.3E+05,6.4E+05,6.9E+04,1.6E+06,1.7E+05,1.4E+06,2.7E+05,2.0E+06,1.8E+05,8.5E+05,7.3E+05,9.0E+05,1.4E+06,9.7E+05,1.8E+05,2.4E+05,4.3E+05,5.2E+05,5.1E+05,5.5E+05,5.7E+05,CL(18:1/16:1/18:1/18:1)+Na,(18:1/16:1/18:1/18:1),CL,C79 H146 O17 P2 Na1,21.96589253,1451.992752,11.31103935,5.550527346
21.95_1427.9970m/z,1427.9970,21.95,7498709.092,Accucore_C18_neg,5.0E+06,8.3E+06,1.0E+07,5.0E+06,8.7E+06,9.4E+06,4.4E+06,8.0E+06,9.0E+06,4.3E+06,7.0E+06,1.1E+07,7.7E+06,7.5E+06,9.3E+06,4.5E+06,7.5E+06,6.7E+06,3.1E+06,1.1E+07,5.1E+06,1.0E+07,5.1E+06,1.2E+07,4.0E+06,7.4E+06,7.5E+06,9.2E+06,1.1E+07,8.5E+06,4.9E+06,4.4E+06,7.5E+06,6.7E+06,6.8E+06,5.9E+06,5.8E+06,CL(18:1/16:1/18:1/18:1)-H,(18:1/16:1/18:1/18:1),CL,C79 H145 O17 P2,21.96589253,1427.996255,129.9953487,0.039126367
22.46_714.5029m/z,714.5029,22.46,110604.4891,Accucore_C18_neg,7.1E+04,1.2E+05,1.7E+05,5.9E+04,1.6E+05,1.3E+05,6.4E+04,1.1E+05,1.4E+05,2.4E+04,1.1E+05,1.6E+05,8.8E+04,6.3E+04,1.1E+05,2.7E+02,1.3E+05,8.4E+04,4.5E+04,2.0E+05,7.0E+04,1.3E+05,6.2E+04,1.4E+05,3.9E+03,1.2E+05,6.6E+04,1.8E+05,1.1E+05,2.0E+05,7.7E+04,5.7E+04,1.2E+05,1.1E+05,1.0E+05,7.7E+04,5.9E+04,CL(18:1/18:1/18:1/16:0)-2H,(18:1/18:1/18:1/16:0),CL,C79 H146 O17 P2,22.46006914,714.502314,107.2003772,0.049034417
22.46_1430.0128m/z,1430.0128,22.46,1562520.775,Accucore_C18_neg,9.1E+05,1.9E+06,2.7E+06,9.7E+05,2.2E+06,2.5E+06,9.1E+05,1.8E+06,2.0E+06,4.9E+05,1.5E+06,3.0E+06,1.1E+06,1.2E+06,1.6E+06,1.2E+05,1.9E+06,1.4E+06,5.6E+05,3.2E+06,1.1E+06,2.2E+06,1.1E+06,2.6E+06,6.4E+05,2.0E+06,1.1E+06,2.7E+06,1.7E+06,3.0E+06,1.1E+06,9.6E+05,1.7E+06,1.4E+06,1.4E+06,1.1E+06,1.1E+06,CL(18:1/18:1/18:1/16:0)-H,(18:1/18:1/18:1/16:0),CL,C79 H147 O17 P2,22.46006914,1430.011905,140.8349555,0.035654188
22.41_1458.0380m/z,1458.0380,22.41,555171.4021,Accucore_C18_pos,2.4E+05,8.2E+05,9.4E+05,1.7E+05,5.4E+05,9.8E+05,2.2E+05,8.9E+05,8.3E+05,2.3E+05,5.7E+05,2.1E+06,4.9E+05,6.7E+05,7.2E+05,2.0E+05,5.7E+05,4.6E+05,9.1E+03,2.7E+06,6.3E+04,1.4E+06,2.3E+05,2.5E+06,9.3E+04,1.1E+06,5.0E+05,8.4E+05,1.4E+06,1.2E+06,1.1E+05,1.2E+05,3.1E+05,3.6E+05,4.4E+05,4.3E+05,5.3E+05,CL(18:1/18:1/18:1/18:1)+H,(18:1/18:1/18:1/18:1),CL,C81 H151 O17 P2,22.42693697,1458.042107,17.87894825,4.602696192
22.43_1456.0290m/z,1456.0290,22.43,3424500.636,Accucore_C18_neg,2.1E+06,3.2E+06,4.6E+06,2.0E+06,3.8E+06,4.3E+06,1.9E+06,3.5E+06,3.8E+06,1.7E+06,3.6E+06,7.1E+06,3.4E+06,3.5E+06,4.9E+06,1.2E+05,3.8E+06,2.7E+06,7.4E+05,9.8E+06,1.7E+06,6.3E+06,1.8E+06,8.5E+06,5.3E+05,4.7E+06,3.0E+06,4.9E+06,5.9E+06,5.7E+06,1.7E+06,1.5E+06,3.0E+06,2.5E+06,3.1E+06,2.5E+06,2.4E+06,CL(18:1/18:1/18:1/18:1)-H,(18:1/18:1/18:1/18:1),CL,C81 H149 O17 P2,22.42693697,1456.027555,146.9879486,0.194015364
21.61_1451.9972m/z,1451.9972,21.61,717169.6265,Accucore_C18_neg,5.0E+05,3.6E+05,5.2E+05,3.9E+05,4.2E+05,4.6E+05,4.5E+05,4.5E+05,4.9E+05,4.6E+05,8.9E+05,1.4E+06,8.3E+05,4.9E+05,6.6E+05,2.2E+05,1.0E+06,9.3E+05,8.1E+05,9.0E+05,1.3E+06,5.9E+05,1.3E+06,8.1E+05,2.7E+05,1.2E+06,3.0E+05,6.1E+05,7.7E+05,1.0E+06,1.1E+06,9.2E+05,8.4E+05,8.0E+05,5.8E+05,4.3E+05,4.4E+05,CL(18:1/20:3/18:1/16:1)-H,(18:1/20:3/18:1/16:1),CL,C81 H145 O17 P2,21.61790765,1451.996255,105.1747956,0.304667867
20.97_1397.9497m/z,1397.9497,20.97,432455.8637,Accucore_C18_neg,2.9E+05,3.2E+05,5.2E+05,2.6E+05,3.7E+05,4.2E+05,2.0E+05,2.6E+05,3.8E+05,2.0E+05,2.7E+05,6.7E+05,5.1E+05,1.4E+05,2.5E+05,1.4E+06,4.5E+05,4.5E+05,5.2E+05,4.2E+05,7.3E+05,4.1E+05,7.1E+05,5.1E+05,3.0E+05,3.2E+05,2.9E+05,4.4E+05,5.2E+05,5.5E+05,6.0E+05,5.0E+05,7.0E+05,5.8E+05,3.3E+05,2.5E+05,2.4E+05,CL(18:2/16:1/16:1/18:1)-H,(18:2/16:1/16:1/18:1),CL,C77 H139 O17 P2,20.97740787,1397.949305,108.3912304,0.144969577
12.30_1488.0945m/z,1488.0945,12.30,559935.2206,Accucore_C18_pos,1.1E+05,1.1E+06,1.7E+06,7.1E+04,6.3E+05,2.3E+06,6.6E+04,9.1E+05,1.5E+06,5.9E+04,1.8E+05,1.8E+06,6.1E+05,4.5E+05,6.8E+05,1.1E+05,3.5E+05,5.1E+05,6.6E+04,2.5E+06,2.9E+04,1.7E+06,1.8E+05,2.5E+06,8.3E+04,8.1E+05,7.4E+05,1.7E+06,1.3E+06,1.2E+06,4.9E+04,1.1E+05,2.3E+05,3.6E+05,3.4E+05,3.3E+05,3.6E+05,CL(18:2/18:0/18:0/20:1)+H,(18:2/18:0/18:0/20:1),CL,C83 H157 O17 P2,12.266,1488.089057,18.09647665,16.51079904
21.42_1445.9431m/z,1445.9431,21.42,119261.6689,Accucore_C18_pos,5.1E+04,2.6E+05,3.6E+05,4.3E+04,1.6E+05,3.5E+05,4.4E+04,2.3E+05,2.3E+05,4.2E+04,8.1E+04,3.9E+05,1.3E+05,9.3E+04,1.3E+05,5.4E+04,1.2E+05,1.0E+05,7.4E+04,3.0E+05,5.8E+04,3.5E+05,9.8E+04,3.5E+05,5.5E+04,9.7E+04,2.2E+05,1.8E+05,3.4E+05,1.6E+05,6.5E+04,1.0E+05,1.1E+05,1.2E+05,7.1E+04,8.9E+04,8.3E+04,CL(18:2/18:1/14:1/22:6)+H,(18:2/18:1/14:1/22:6),CL,C81 H139 O17 P2,21.441,1445.948207,3.662208136,3.730887744
21.50_1427.9905m/z,1427.9905,21.50,449544.7366,Accucore_C18_pos,2.1E+05,4.2E+05,5.1E+05,1.2E+05,1.6E+05,5.2E+05,1.4E+05,3.4E+05,4.6E+05,1.8E+05,3.8E+05,1.5E+06,4.3E+05,2.0E+05,2.1E+05,2.5E+05,5.2E+05,6.3E+05,4.4E+05,6.0E+05,4.3E+05,4.6E+05,7.7E+05,8.3E+05,2.8E+05,7.0E+05,1.6E+05,4.0E+05,6.4E+05,8.2E+05,4.8E+05,6.0E+05,5.0E+05,5.7E+05,2.7E+05,3.0E+05,3.2E+05,CL(18:2/18:1/16:1/18:1)+H,(18:2/18:1/16:1/18:1),CL,C79 H145 O17 P2,21.52033616,1427.995157,13.22265556,5.453713834
21.53_1425.9815m/z,1425.9815,21.53,1399364.119,Accucore_C18_neg,1.1E+06,9.7E+05,1.3E+06,9.6E+05,1.0E+06,1.1E+06,9.5E+05,9.4E+05,1.1E+06,9.5E+05,1.4E+06,2.1E+06,1.5E+06,8.1E+05,1.0E+06,5.0E+05,1.6E+06,1.6E+06,1.4E+06,1.6E+06,2.0E+06,1.3E+06,2.1E+06,1.6E+06,1.2E+06,1.7E+06,8.9E+05,1.4E+06,1.6E+06,1.9E+06,1.8E+06,1.7E+06,1.8E+06,1.7E+06,1.2E+06,1.0E+06,9.9E+05,CL(18:2/18:1/16:1/18:1)-H,(18:2/18:1/16:1/18:1),CL,C79 H143 O17 P2,21.52033616,1425.980605,132.5261635,0.264357347
22.05_726.5029m/z,726.5029,22.05,87707.27803,Accucore_C18_neg,9.0E+04,4.7E+04,5.4E+04,6.5E+04,5.5E+04,4.0E+04,8.0E+04,4.1E+04,6.0E+04,7.7E+04,1.3E+05,1.3E+05,1.2E+05,5.3E+04,7.6E+04,7.7E+04,1.2E+05,9.3E+04,9.7E+04,8.6E+04,1.6E+05,6.3E+04,1.4E+05,7.9E+04,9.7E+04,1.4E+05,4.2E+04,7.1E+04,1.1E+05,1.3E+05,1.5E+05,1.1E+05,1.4E+05,1.2E+05,9.7E+04,7.6E+04,5.8E+04,CL(18:2/18:1/18:1/18:1)-2H,(18:2/18:1/18:1/18:1),CL,C81 H146 O17 P2,22.02078689,726.502314,95.99237721,0.204081377
22.03_1454.0128m/z,1454.0128,22.03,1503595.914,Accucore_C18_neg,1.2E+06,8.9E+05,1.1E+06,9.8E+05,9.4E+05,9.4E+05,9.7E+05,8.9E+05,9.3E+05,1.0E+06,1.6E+06,2.6E+06,1.5E+06,9.2E+05,1.2E+06,1.6E+06,1.7E+06,1.6E+06,1.1E+06,1.9E+06,2.0E+06,1.4E+06,2.0E+06,1.8E+06,8.7E+05,2.3E+06,7.2E+05,1.5E+06,1.6E+06,2.3E+06,1.7E+06,1.6E+06,1.8E+06,1.6E+06,1.2E+06,9.9E+05,9.6E+05,CL(18:2/18:1/18:1/18:1)-H,(18:2/18:1/18:1/18:1),CL,C81 H147 O17 P2,22.02078689,1454.011905,140.5626342,0.248264771
10.41_1486.0772m/z,1486.0772,10.41,1318812.149,Accucore_C18_pos,2.7E+05,3.3E+06,5.2E+06,1.7E+05,2.5E+06,7.7E+06,1.4E+05,2.8E+06,5.6E+06,5.0E+04,3.9E+05,4.1E+06,1.0E+06,6.7E+05,1.6E+06,1.7E+05,8.4E+05,1.4E+06,1.2E+06,4.9E+06,7.4E+05,3.1E+06,2.2E+06,4.5E+06,4.4E+05,1.9E+06,1.0E+06,3.0E+06,2.1E+06,2.1E+06,4.9E+05,8.2E+05,5.9E+05,9.5E+05,1.1E+06,1.3E+06,1.1E+06,CL(18:3/16:1/20:0/20:0)+H,(18:3/16:1/20:0/20:0),CL,C83 H155 O17 P2,10.386,1486.073407,3.163693273,18.77214243
21.45_1421.9482m/z,1421.9482,21.45,431154.4073,Accucore_C18_neg,2.2E+05,5.4E+05,9.3E+05,2.1E+05,6.6E+05,7.8E+05,1.7E+05,4.8E+05,6.9E+05,1.6E+05,3.3E+05,7.7E+05,4.3E+05,3.3E+05,4.9E+05,3.5E+03,4.3E+05,3.6E+05,1.2E+05,8.0E+05,2.7E+05,7.1E+05,2.7E+05,8.5E+05,1.1E+05,3.6E+05,5.1E+05,6.8E+05,7.8E+05,6.0E+05,2.6E+05,1.9E+05,4.7E+05,4.0E+05,3.5E+05,2.9E+05,2.6E+05,CL(20:4/16:1/16:1/18:1)-H,(20:4/16:1/16:1/18:1),CL,C79 H139 O17 P2,21.44125415,1421.949305,69.0696064,0.500406139
21.96_1449.9794m/z,1449.9794,21.96,564555.6448,Accucore_C18_neg,3.2E+05,6.8E+05,1.1E+06,3.0E+05,7.9E+05,1.0E+06,2.3E+05,6.6E+05,8.5E+05,2.3E+05,5.7E+05,1.2E+06,5.5E+05,5.1E+05,8.0E+05,6.1E+03,6.5E+05,4.7E+05,1.6E+05,1.3E+06,3.5E+05,1.1E+06,4.2E+05,1.5E+06,1.1E+04,7.4E+05,5.3E+05,1.0E+06,1.0E+06,1.1E+06,3.1E+05,3.0E+05,5.6E+05,4.8E+05,5.1E+05,4.3E+05,3.6E+05,CL(20:4/16:1/18:1/18:1)-H,(20:4/16:1/18:1/18:1),CL,C81 H143 O17 P2,21.96694324,1449.980605,82.08152008,0.434341206
