LipidIon,Class,FattyAcid,FA1,FA2,FA3,FA4,mScore,tScore,Mode,CalcMz,IonFormula,RT,Intensity,1O3_A,3O3_E,5O3_F,7O3_M,9O3_N,11O3_P,13O5_A,15O5_E,17O5_F,19O5_M,21O5_N,23O5_P,25O7_A,27O7_E,29O7_F,31O7_M,33O7_N,35O7_P,37O8_A,39O8_E,41O8_F,43O8_M,45O8_N,47O8_P,49PBS_1,51PBS_2,53PBS_3,55QC_1,57QC_2,59QC_3,61QC_4,63Y3_A,65Y3_E,67Y3_F,69Y3_M,71Y3_N,73Y3_P,75Y4_A,77Y4_E,79Y4_F,81Y4_M,83Y4_N,85Y4_P,87Y5_A,89Y5_E,91Y5_F,93Y5_M,95Y5_N,97Y5_P,99Y6_A,101Y6_E,103Y6_F,105Y6_M,107Y6_N,109Y6_P
PE(8:0e/12:4)+H,PE,(8:0e/12:4),(8:0e),(12:4),,,12.8,1.8,Accucore_C18_pos,502.2928,C25 H45 O7 N1 P1,1.60,6.1E+06,3.8E+06,6.4E+06,9.4E+06,2.5E+06,1.3E+07,1.1E+07,9.4E+06,1.2E+07,5.8E+06,4.3E+06,5.6E+06,4.5E+06,3.7E+06,5.1E+06,7.8E+06,4.2E+06,5.4E+06,8.3E+06,5.1E+06,6.3E+06,5.5E+06,2.2E+06,1.2E+07,5.6E+06,0.0E+00,0.0E+00,0.0E+00,6.2E+06,8.6E+06,7.0E+06,9.1E+06,1.3E+07,6.9E+06,1.2E+07,5.1E+06,1.3E+07,4.6E+06,3.6E+06,3.5E+06,9.7E+06,5.8E+06,5.7E+06,4.5E+06,7.8E+06,6.1E+06,5.3E+06,9.6E+06,1.4E+07,5.4E+06,6.1E+06,4.3E+06,7.4E+06,1.1E+07,8.1E+06,6.2E+06
PC(10:0/11:4)+H,PC,(10:0/11:4),(10:0),(11:4),,,9.3,1.9,Accucore_C18_pos,572.3347,C29 H51 O8 N1 P1,1.61,1.8E+05,7.1E+04,9.0E+04,2.3E+06,3.6E+04,4.6E+05,1.0E+05,1.8E+05,1.7E+05,2.6E+05,2.1E+05,5.4E+05,9.5E+05,1.5E+05,8.2E+05,1.2E+06,2.3E+05,1.7E+05,9.3E+03,4.4E+05,0.0E+00,9.3E+05,4.2E+04,4.4E+05,2.3E+05,0.0E+00,0.0E+00,0.0E+00,7.0E+05,1.1E+05,6.9E+05,9.5E+04,1.5E+05,4.9E+04,1.3E+04,3.6E+04,2.4E+06,1.0E+05,8.4E+04,3.4E+05,6.3E+05,2.8E+05,4.3E+05,6.3E+05,2.0E+05,1.5E+05,1.1E+05,1.1E+05,0.0E+00,9.2E+05,8.0E+05,7.6E+04,1.2E+06,1.4E+04,3.0E+05,6.0E+05
LPE(20:4)-H,LPE,(20:4),(20:4),,,,24.4,2.2,Accucore_C18_neg,500.2783,C25 H43 O7 N1 P1,1.62,9.6E+06,5.9E+06,9.2E+06,1.6E+07,4.0E+06,1.9E+07,1.7E+07,1.4E+07,1.7E+07,8.4E+06,7.1E+06,8.9E+06,8.0E+06,5.7E+06,8.8E+06,1.1E+07,6.7E+06,8.6E+06,1.3E+07,8.6E+06,9.9E+06,8.2E+06,3.3E+06,1.8E+07,7.9E+06,0.0E+00,0.0E+00,0.0E+00,1.0E+07,1.4E+07,1.2E+07,1.3E+07,1.8E+07,1.0E+07,2.0E+07,7.3E+06,2.0E+07,7.0E+06,5.8E+06,6.2E+06,1.7E+07,8.0E+06,1.0E+07,7.7E+06,1.2E+07,1.0E+07,8.2E+06,1.7E+07,2.5E+07,9.6E+06,9.4E+06,6.6E+06,1.2E+07,1.7E+07,1.2E+07,9.9E+06
LPE(20:4)+H,LPE,(20:4),(20:4),,,,3.9,1.3,Accucore_C18_pos,502.2928,C25 H45 O7 N1 P1,1.62,6.1E+06,3.8E+06,6.4E+06,9.4E+06,2.5E+06,1.3E+07,1.1E+07,1.0E+07,1.2E+07,5.8E+06,4.3E+06,5.6E+06,4.5E+06,3.7E+06,5.1E+06,7.8E+06,4.2E+06,5.4E+06,8.3E+06,5.1E+06,6.3E+06,5.5E+06,2.2E+06,1.2E+07,5.6E+06,0.0E+00,0.0E+00,0.0E+00,6.2E+06,8.6E+06,7.0E+06,9.1E+06,1.3E+07,6.8E+06,1.2E+07,5.1E+06,1.3E+07,4.6E+06,3.6E+06,3.5E+06,9.7E+06,5.8E+06,5.7E+06,4.5E+06,7.9E+06,6.1E+06,5.3E+06,1.0E+07,1.4E+07,5.4E+06,6.1E+06,4.3E+06,7.4E+06,1.1E+07,8.1E+06,6.2E+06
LPE(20:4)+Na,LPE,(20:4),(20:4),,,,13.1,1.9,Accucore_C18_pos,524.2748,C25 H44 O7 N1 P1 Na1,1.62,7.2E+05,4.4E+05,6.7E+05,1.2E+06,2.8E+05,1.5E+06,1.3E+06,1.1E+06,1.3E+06,6.5E+05,5.0E+05,6.5E+05,6.2E+05,4.3E+05,7.3E+05,8.9E+05,4.3E+05,5.8E+05,9.3E+05,6.4E+05,6.8E+05,7.1E+05,2.1E+05,1.4E+06,5.7E+05,0.0E+00,0.0E+00,0.0E+00,8.3E+05,1.0E+06,7.2E+05,9.9E+05,1.5E+06,7.3E+05,1.4E+06,5.2E+05,1.7E+06,5.4E+05,4.1E+05,4.6E+05,1.3E+06,5.8E+05,7.0E+05,6.0E+05,8.6E+05,7.3E+05,6.1E+05,1.1E+06,1.7E+06,7.6E+05,7.7E+05,4.8E+05,1.0E+06,1.1E+06,9.3E+05,8.1E+05
PE(8:1e/14:4)+H,PE,(8:1e/14:4),(8:1e),(14:4),,,7.4,1.1,Accucore_C18_pos,528.3085,C27 H47 O7 N1 P1,1.63,1.3E+05,8.9E+04,1.4E+05,1.0E+06,3.5E+04,1.6E+05,5.9E+04,1.3E+05,1.4E+05,2.0E+04,1.9E+04,3.2E+03,4.1E+05,7.2E+04,2.6E+05,6.8E+05,1.1E+04,2.0E+04,1.8E+05,1.5E+05,2.6E+04,1.4E+05,2.2E+04,5.5E+04,2.3E+05,7.9E+02,0.0E+00,0.0E+00,4.7E+05,4.4E+05,1.6E+05,1.8E+05,1.2E+05,5.9E+04,5.2E+05,1.7E+04,3.8E+05,6.7E+04,4.7E+04,1.4E+05,4.8E+05,2.6E+05,1.4E+04,1.2E+05,2.5E+04,5.9E+04,8.1E+04,5.3E+05,4.2E+05,2.2E+05,6.4E+04,1.6E+05,5.6E+05,1.1E+05,2.1E+05,1.5E+05
LPC(22:5)+H,LPC,(22:5),(22:5),,,,6.6,1.1,Accucore_C18_pos,570.3554,C30 H53 O7 N1 P1,1.66,2.5E+04,7.0E+04,3.8E+05,2.3E+04,1.5E+04,1.6E+04,2.3E+04,5.4E+04,2.1E+05,1.0E+05,9.9E+03,1.2E+04,1.9E+05,2.5E+04,8.8E+04,5.3E+05,1.2E+04,2.3E+04,1.2E+05,1.8E+05,9.3E+03,1.7E+04,1.8E+04,6.8E+04,1.8E+05,0.0E+00,0.0E+00,0.0E+00,2.5E+04,3.5E+05,4.5E+03,9.1E+04,8.2E+04,5.1E+03,6.7E+05,3.0E+04,5.4E+04,6.3E+03,3.7E+03,3.2E+04,5.7E+04,9.4E+04,3.2E+04,3.0E+04,1.5E+04,9.3E+04,1.4E+04,3.4E+03,5.4E+05,2.5E+04,8.2E+03,8.1E+03,1.5E+05,2.3E+04,2.6E+04,1.2E+04
PC(8:0e/11:3)+H,PC,(8:0e/11:3),(8:0e),(11:3),,,8.3,1.8,Accucore_C18_pos,532.3398,C27 H51 O7 N1 P1,1.66,1.4E+04,3.1E+04,7.1E+04,9.4E+03,1.4E+04,2.6E+05,1.0E+05,4.2E+03,3.3E+04,1.3E+04,1.8E+04,1.6E+05,7.9E+02,7.4E+03,2.4E+04,9.7E+03,4.7E+03,1.3E+04,3.7E+04,9.4E+03,2.7E+03,2.4E+03,8.6E+03,2.3E+04,0.0E+00,1.7E+03,2.1E+03,0.0E+00,6.4E+04,1.6E+04,2.4E+05,6.5E+03,5.1E+03,3.1E+05,1.4E+05,2.0E+04,7.5E+05,1.4E+04,9.9E+03,1.6E+05,2.1E+04,1.2E+04,7.2E+05,4.1E+04,1.5E+04,1.2E+04,6.3E+03,1.9E+05,6.5E+05,1.7E+05,4.8E+04,8.2E+03,5.2E+04,9.0E+03,1.3E+04,2.9E+03
PE(8:0e/11:3)+H,PE,(8:0e/11:3),(8:0e),(11:3),,,6.6,2.0,Accucore_C18_pos,490.2928,C24 H45 O7 N1 P1,1.66,3.1E+04,7.4E+03,3.6E+04,9.5E+04,1.1E+04,4.3E+04,1.9E+04,1.0E+05,3.6E+05,1.2E+04,4.8E+04,4.5E+04,1.1E+05,7.9E+03,6.4E+04,1.0E+05,2.2E+04,7.2E+04,1.3E+04,9.5E+03,1.5E+03,9.9E+02,2.4E+03,3.8E+04,4.9E+03,1.8E+03,1.5E+03,0.0E+00,1.8E+05,7.0E+04,2.3E+04,1.7E+04,1.3E+05,8.0E+04,3.1E+04,1.1E+04,1.2E+06,2.1E+04,1.9E+04,1.2E+04,3.1E+05,3.0E+04,1.2E+05,7.6E+03,8.0E+04,9.1E+04,5.6E+03,5.9E+04,1.3E+06,1.6E+04,1.4E+04,1.4E+04,2.4E+05,5.4E+04,2.5E+05,4.2E+04
LPC(18:2)+H,LPC,(18:2),(18:2),,,,14.2,1.8,Accucore_C18_pos,520.3398,C26 H51 O7 N1 P1,1.67,1.2E+06,1.3E+06,1.2E+06,1.1E+06,1.4E+06,9.2E+05,8.6E+05,8.0E+05,1.6E+06,4.4E+06,1.3E+06,1.2E+06,9.1E+05,9.1E+05,1.1E+06,3.5E+06,1.3E+06,7.8E+05,1.0E+06,8.4E+05,1.5E+06,4.2E+06,1.6E+06,7.8E+05,6.7E+05,8.9E+03,4.6E+05,1.5E+05,1.8E+06,1.9E+06,1.8E+06,1.8E+06,7.5E+05,9.4E+05,4.9E+06,1.8E+06,1.2E+06,6.8E+05,1.3E+06,6.6E+05,4.2E+06,1.4E+06,1.4E+06,6.8E+05,6.5E+05,1.6E+05,3.5E+06,1.4E+06,1.3E+06,8.3E+05,9.1E+05,7.2E+05,3.4E+06,1.3E+06,1.1E+06,6.6E+05
LPC(18:2)+HCOO,LPC,(18:2),(18:2),,,,16.8,3.1,Accucore_C18_neg,564.3307,C27 H51 O9 N1 P1,1.67,1.8E+05,1.4E+05,2.3E+05,8.3E+05,2.4E+05,1.8E+05,2.3E+05,1.7E+05,2.3E+05,8.0E+05,2.7E+05,1.9E+05,1.0E+05,1.3E+05,1.4E+05,4.5E+05,3.2E+05,1.3E+05,1.9E+05,1.4E+04,1.8E+05,7.8E+05,2.1E+05,1.2E+05,4.5E+04,0.0E+00,0.0E+00,0.0E+00,2.4E+05,2.3E+05,3.1E+05,3.0E+05,4.7E+04,2.6E+05,1.3E+06,2.5E+05,1.4E+05,8.0E+04,8.7E+04,1.3E+05,1.1E+06,1.5E+05,1.9E+05,4.0E+04,1.1E+05,3.2E+04,7.7E+05,3.7E+05,2.7E+05,6.1E+04,7.9E+04,8.6E+04,7.6E+05,3.8E+05,1.7E+05,8.6E+04
LPE(22:5)-H,LPE,(22:5),(22:5),,,,5.7,2.4,Accucore_C18_neg,526.2939,C27 H45 O7 N1 P1,1.70,6.6E+05,3.9E+05,7.1E+05,1.7E+06,2.7E+05,8.7E+05,1.2E+06,1.2E+06,1.5E+06,8.7E+05,5.8E+05,6.9E+05,6.1E+05,2.9E+05,8.1E+05,1.1E+06,5.2E+05,2.8E+05,6.6E+05,8.2E+05,6.0E+05,7.5E+05,2.7E+05,7.6E+05,8.5E+05,0.0E+00,0.0E+00,0.0E+00,7.6E+05,8.8E+05,7.3E+05,8.0E+05,9.8E+05,3.9E+05,1.2E+06,2.8E+05,8.9E+05,3.6E+05,1.2E+05,1.0E+05,1.2E+06,3.2E+05,2.6E+05,5.9E+05,5.3E+05,4.2E+05,4.5E+05,8.9E+05,7.9E+05,1.4E+05,6.2E+05,3.1E+05,1.1E+06,7.4E+05,2.4E+05,6.8E+05
LPE(22:5)+H,LPE,(22:5),(22:5),,,,5.2,2.2,Accucore_C18_pos,528.3085,C27 H47 O7 N1 P1,1.70,1.6E+05,3.6E+04,1.7E+05,3.9E+05,3.3E+04,4.5E+05,9.4E+05,1.6E+04,3.4E+05,6.1E+05,1.4E+04,4.0E+05,4.2E+04,4.1E+04,2.5E+05,5.6E+05,3.6E+04,1.3E+05,2.8E+05,4.5E+05,1.1E+05,1.0E+05,1.6E+05,7.5E+05,5.3E+05,7.9E+02,1.7E+03,0.0E+00,3.2E+05,4.4E+05,5.8E+05,1.7E+05,7.5E+05,8.2E+03,5.2E+05,4.0E+04,1.4E+06,8.4E+03,9.2E+03,2.2E+04,1.0E+06,4.8E+05,2.5E+04,2.9E+04,3.4E+04,3.4E+05,4.0E+05,2.1E+04,4.2E+05,3.9E+04,6.4E+04,3.4E+04,1.6E+05,5.5E+05,2.1E+05,9.3E+03
AcCa(15:0)+H,AcCa,(15:0),(15:0),,,,4.0,1.6,Accucore_C18_pos,386.3265,C22 H44 O4 N1,1.71,7.4E+04,4.8E+04,5.3E+04,7.4E+04,5.2E+03,9.7E+04,1.6E+04,5.8E+04,1.3E+05,2.5E+04,1.7E+04,2.6E+04,9.6E+03,7.4E+03,2.9E+03,2.0E+04,6.1E+04,7.1E+03,1.5E+05,8.0E+04,1.4E+05,8.4E+03,2.1E+03,2.9E+04,1.6E+05,1.4E+04,4.8E+03,3.8E+03,1.5E+05,1.3E+05,1.2E+04,2.3E+05,3.7E+04,4.4E+03,3.6E+05,1.4E+04,4.3E+05,8.9E+04,2.2E+05,3.4E+04,1.2E+05,1.9E+05,1.4E+05,1.8E+05,2.1E+05,2.7E+05,2.3E+05,2.1E+05,5.5E+05,1.9E+05,2.9E+04,1.5E+04,1.6E+05,1.6E+05,2.0E+05,1.1E+05
LPC(17:1)+H,LPC,(17:1),(17:1),,,,23.3,1.7,Accucore_C18_pos,508.3398,C25 H51 O7 N1 P1,1.74,5.9E+05,7.8E+04,3.6E+06,1.0E+06,1.8E+04,5.1E+06,8.8E+03,4.1E+06,1.5E+06,1.3E+05,9.9E+03,5.5E+04,1.1E+05,3.0E+04,9.9E+05,3.8E+06,5.5E+05,8.5E+05,1.9E+05,6.8E+03,5.9E+05,8.8E+05,1.0E+06,1.1E+06,5.9E+05,5.4E+03,2.0E+04,2.5E+03,8.8E+05,1.1E+06,1.1E+05,1.2E+06,7.7E+04,1.0E+05,1.8E+06,6.1E+04,6.3E+06,1.0E+05,7.1E+05,6.4E+04,2.0E+06,2.0E+06,1.4E+05,2.2E+04,1.3E+05,1.1E+06,1.1E+05,3.4E+06,1.8E+06,9.9E+04,5.2E+04,1.0E+06,1.4E+06,4.0E+06,1.5E+06,6.5E+05
LPC(17:1)+HCOO,LPC,(17:1),(17:1),,,,16.2,2.3,Accucore_C18_neg,552.3307,C26 H51 O9 N1 P1,1.74,1.9E+05,1.5E+05,8.1E+04,2.8E+05,1.5E+05,5.5E+04,1.9E+05,1.5E+04,3.8E+05,3.1E+05,1.3E+05,3.1E+05,1.8E+05,1.1E+05,7.0E+04,4.1E+05,1.7E+05,2.2E+05,2.4E+05,4.2E+04,1.7E+05,7.6E+04,1.1E+05,2.0E+04,1.3E+05,0.0E+00,0.0E+00,0.0E+00,2.7E+05,3.1E+05,4.0E+05,2.8E+05,2.9E+05,1.8E+05,5.1E+05,1.8E+05,6.3E+05,3.2E+05,6.9E+04,7.1E+04,4.6E+05,8.9E+04,4.5E+05,1.4E+05,2.0E+05,4.2E+05,5.5E+04,2.2E+05,6.8E+05,2.3E+05,2.8E+05,2.7E+05,4.0E+05,3.4E+05,3.2E+05,1.7E+05
LPC(17:1)+Na,LPC,(17:1),(17:1),,,,3.4,0.4,Accucore_C18_pos,530.3217,C25 H50 O7 N1 P1 Na1,1.74,2.9E+04,3.7E+04,9.7E+03,1.5E+05,1.8E+04,1.2E+04,8.0E+04,1.1E+04,2.0E+05,1.2E+05,5.7E+04,1.1E+04,1.7E+04,3.2E+03,9.2E+04,7.3E+03,4.6E+04,1.4E+05,7.0E+03,1.4E+04,1.2E+04,2.9E+04,4.3E+03,1.1E+05,2.9E+04,0.0E+00,0.0E+00,0.0E+00,8.3E+04,1.6E+04,8.9E+03,1.6E+05,1.3E+05,1.4E+05,1.9E+05,9.0E+04,2.3E+04,3.6E+04,1.0E+05,1.0E+05,2.5E+04,2.5E+04,1.8E+04,6.7E+03,3.4E+04,9.0E+04,3.1E+04,1.0E+05,2.8E+04,8.1E+03,2.1E+04,1.1E+05,2.1E+05,1.6E+04,1.5E+05,9.5E+03
LPE(18:2)-H,LPE,(18:2),(18:2),,,,9.4,2.3,Accucore_C18_neg,476.2783,C23 H43 O7 N1 P1,1.74,5.2E+05,2.6E+05,5.0E+05,1.3E+06,1.8E+05,1.1E+06,8.8E+05,8.0E+05,1.1E+06,7.2E+05,4.3E+05,4.4E+05,3.6E+05,1.7E+05,4.6E+05,2.9E+05,3.6E+05,3.8E+05,6.8E+05,2.8E+05,5.7E+05,5.8E+05,8.1E+04,8.4E+05,2.4E+05,0.0E+00,0.0E+00,0.0E+00,6.5E+05,7.9E+05,6.4E+05,8.3E+05,9.9E+05,6.2E+05,1.6E+06,3.1E+05,1.3E+06,2.8E+05,2.7E+05,3.3E+05,1.5E+06,3.3E+05,5.2E+05,2.9E+05,6.7E+05,7.1E+05,7.0E+05,9.5E+05,1.5E+06,4.8E+05,4.7E+05,3.9E+05,7.8E+05,8.8E+05,6.7E+05,2.1E+05
LPE(18:2)+H,LPE,(18:2),(18:2),,,,3.5,1.4,Accucore_C18_pos,478.2928,C23 H45 O7 N1 P1,1.74,1.4E+05,1.2E+04,3.3E+05,8.9E+04,6.1E+03,6.3E+05,5.3E+04,4.5E+05,7.4E+05,6.9E+04,5.4E+04,2.6E+05,3.7E+04,1.5E+05,3.1E+04,1.4E+05,1.7E+05,2.0E+05,3.8E+05,6.4E+04,3.0E+05,1.1E+04,9.2E+03,1.6E+05,1.8E+05,0.0E+00,0.0E+00,0.0E+00,7.9E+04,1.0E+05,4.3E+04,4.4E+05,6.0E+05,3.5E+05,4.0E+05,2.2E+04,2.6E+05,4.4E+04,1.4E+05,9.9E+04,6.3E+05,1.4E+05,1.1E+04,2.6E+03,4.2E+05,3.1E+05,4.7E+03,4.1E+05,8.1E+05,1.0E+04,3.2E+03,1.1E+04,4.6E+05,4.6E+05,1.7E+05,1.5E+04
LPC(15:0)+H,LPC,(15:0),(15:0),,,,28.8,1.6,Accucore_C18_pos,482.3241,C23 H49 O7 N1 P1,1.75,5.2E+06,3.5E+06,5.0E+06,4.4E+06,2.9E+06,7.7E+06,4.8E+06,7.1E+06,8.4E+06,5.1E+06,5.3E+06,5.7E+06,4.1E+06,3.6E+06,5.3E+06,4.7E+06,4.2E+06,6.3E+06,3.9E+06,2.4E+06,3.5E+06,2.1E+06,2.6E+06,5.1E+06,3.1E+06,3.4E+05,3.6E+05,2.0E+05,6.0E+06,6.1E+06,5.3E+06,6.2E+06,7.1E+06,8.1E+06,9.7E+06,5.9E+06,9.9E+06,4.9E+06,5.0E+06,4.8E+06,8.4E+06,4.8E+06,1.1E+07,3.9E+06,6.9E+06,6.7E+06,6.3E+06,7.9E+06,1.4E+07,5.0E+06,5.2E+06,5.8E+06,6.8E+06,7.5E+06,9.5E+06,4.7E+06
LPC(15:0)+HCOO,LPC,(15:0),(15:0),,,,17.8,2.2,Accucore_C18_neg,526.3150,C24 H49 O9 N1 P1,1.75,1.1E+06,7.3E+05,9.9E+05,9.7E+05,6.3E+05,1.6E+06,7.1E+05,1.5E+06,1.5E+06,1.2E+06,1.1E+06,1.3E+06,6.0E+05,7.2E+05,7.4E+05,7.6E+05,1.0E+06,1.2E+06,9.1E+05,4.5E+05,8.0E+05,3.7E+05,5.0E+05,1.1E+06,5.0E+05,2.5E+04,2.3E+04,0.0E+00,1.1E+06,1.6E+06,1.3E+06,1.6E+06,1.4E+06,1.8E+06,2.5E+06,1.2E+06,2.3E+06,8.9E+05,9.3E+05,1.1E+06,1.8E+06,7.6E+05,2.7E+06,7.5E+05,1.3E+06,1.6E+06,1.5E+06,1.7E+06,3.2E+06,1.2E+06,9.5E+05,1.3E+06,1.4E+06,1.6E+06,2.4E+06,1.1E+06
PE(8:0e/10:2)+H,PE,(8:0e/10:2),(8:0e),(10:2),,,5.1,2.5,Accucore_C18_pos,478.2928,C23 H45 O7 N1 P1,1.75,1.4E+05,9.1E+03,3.3E+05,8.9E+04,2.4E+03,6.3E+05,5.3E+04,4.5E+05,7.4E+05,6.9E+04,2.0E+05,2.6E+05,1.5E+04,1.5E+05,3.1E+04,1.4E+05,1.7E+05,2.0E+05,3.8E+05,2.1E+04,2.4E+05,1.1E+05,5.3E+04,8.3E+04,1.8E+05,0.0E+00,0.0E+00,0.0E+00,7.9E+04,1.0E+05,4.3E+04,4.4E+05,6.0E+05,3.5E+05,1.8E+05,2.2E+04,2.6E+05,2.8E+04,1.4E+05,1.2E+05,6.3E+05,1.4E+05,3.8E+03,2.5E+03,4.2E+05,3.1E+05,1.4E+04,4.1E+05,8.1E+05,1.0E+04,1.9E+04,3.7E+03,4.6E+05,4.6E+05,2.8E+05,8.1E+03
MLCL(14:2/15:0/15:0)-2H,MLCL,(14:2/15:0/15:0),(14:2),(15:0),(15:0),,11.2,16.0,Accucore_C18_neg,526.3171,C53 H98 O16 P2,1.77,1.1E+06,7.3E+05,9.9E+05,9.7E+05,6.3E+05,1.6E+06,7.0E+05,1.5E+06,1.5E+06,1.2E+06,1.1E+06,1.3E+06,6.0E+05,7.2E+05,7.4E+05,7.6E+05,1.0E+06,1.1E+06,9.1E+05,4.5E+05,8.0E+05,3.8E+05,5.0E+05,1.1E+06,5.0E+05,2.5E+04,2.4E+04,0.0E+00,1.1E+06,1.6E+06,1.3E+06,1.6E+06,1.4E+06,1.8E+06,2.5E+06,1.2E+06,2.3E+06,8.9E+05,9.3E+05,1.1E+06,1.8E+06,7.6E+05,2.7E+06,7.5E+05,1.3E+06,1.6E+06,1.5E+06,1.7E+06,3.2E+06,1.2E+06,9.5E+05,1.3E+06,1.4E+06,1.6E+06,2.4E+06,1.1E+06
LPE(17:1)-H,LPE,(17:1),(17:1),,,,15.8,2.3,Accucore_C18_neg,464.2783,C22 H43 O7 N1 P1,1.83,1.4E+06,6.6E+05,1.1E+06,2.8E+06,2.9E+05,3.0E+06,1.9E+06,1.8E+06,2.3E+06,1.6E+06,7.7E+05,1.6E+06,2.9E+04,5.9E+04,8.2E+05,7.2E+05,6.6E+05,2.2E+05,1.6E+06,3.8E+05,1.4E+06,9.0E+05,1.7E+05,1.9E+06,6.6E+05,0.0E+00,0.0E+00,0.0E+00,1.8E+06,2.4E+06,1.5E+06,2.4E+06,2.7E+06,1.9E+06,5.0E+06,9.4E+05,4.2E+06,9.9E+05,8.8E+05,1.2E+06,2.4E+06,1.6E+05,2.1E+06,9.2E+05,2.3E+06,1.9E+06,1.7E+06,2.5E+06,4.0E+06,6.8E+05,1.2E+06,1.2E+06,3.1E+06,1.6E+06,2.7E+06,5.9E+05
LPE(17:1)+H,LPE,(17:1),(17:1),,,,4.9,1.6,Accucore_C18_pos,466.2928,C22 H45 O7 N1 P1,1.83,5.2E+04,5.6E+03,2.1E+04,8.5E+05,1.7E+04,8.0E+04,1.4E+05,1.3E+05,8.8E+04,1.2E+04,5.7E+03,2.6E+04,3.1E+04,1.9E+03,6.4E+04,1.6E+04,4.8E+03,5.2E+04,3.6E+04,2.3E+04,4.4E+03,1.2E+04,5.0E+02,8.5E+04,5.4E+03,0.0E+00,1.3E+03,0.0E+00,4.7E+03,2.3E+05,1.1E+04,1.3E+05,6.8E+04,1.6E+05,1.5E+05,1.7E+05,1.3E+06,8.5E+04,7.5E+04,1.8E+04,1.1E+04,5.2E+04,6.2E+04,6.7E+03,2.1E+05,1.3E+05,1.1E+05,1.3E+05,7.3E+04,2.5E+03,1.6E+04,1.3E+05,6.9E+05,1.4E+05,5.3E+05,2.9E+04
LPE(15:0)-H,LPE,(15:0),(15:0),,,,13.4,2.5,Accucore_C18_neg,438.2626,C20 H41 O7 N1 P1,1.83,2.0E+05,1.7E+05,2.0E+05,2.1E+05,8.5E+04,3.9E+05,3.9E+05,3.4E+05,4.3E+05,2.1E+05,1.1E+05,2.0E+05,1.1E+05,5.0E+04,9.2E+04,8.4E+04,1.4E+05,1.9E+05,3.9E+05,1.4E+05,3.5E+05,7.3E+04,4.4E+04,3.5E+05,1.2E+05,0.0E+00,0.0E+00,4.2E+04,2.0E+05,3.3E+05,1.8E+05,3.8E+05,3.8E+05,3.4E+05,6.0E+05,1.7E+05,3.4E+05,1.6E+05,1.9E+05,1.3E+05,4.1E+05,1.7E+05,2.7E+05,4.7E+04,2.6E+05,2.6E+05,2.4E+05,5.2E+05,7.4E+05,1.9E+05,1.1E+05,2.2E+05,1.6E+05,5.2E+05,2.9E+05,1.3E+05
PC(4:0/14:1)+H,PC,(4:0/14:1),(4:0),(14:1),,,5.2,1.8,Accucore_C18_pos,536.3347,C26 H51 O8 N1 P1,1.85,8.9E+03,0.0E+00,2.3E+03,5.8E+05,0.0E+00,8.6E+04,5.5E+03,2.0E+04,8.9E+03,4.8E+04,0.0E+00,9.8E+04,8.6E+04,3.0E+03,9.7E+04,2.7E+05,1.1E+03,1.7E+04,5.7E+03,1.9E+04,0.0E+00,1.6E+05,0.0E+00,1.3E+04,2.4E+03,0.0E+00,2.8E+03,0.0E+00,1.2E+05,7.4E+03,1.0E+05,0.0E+00,0.0E+00,0.0E+00,0.0E+00,0.0E+00,6.6E+05,0.0E+00,0.0E+00,3.1E+04,1.8E+05,1.2E+03,7.1E+04,3.1E+04,9.3E+03,1.3E+04,1.4E+04,0.0E+00,0.0E+00,8.2E+04,6.3E+04,3.1E+03,4.1E+05,0.0E+00,6.4E+04,5.8E+04
SPH(t16:0)+H,SPH,(t16:0),(t16:0),,,,5.7,1.2,Accucore_C18_pos,290.2690,C16 H36 O3 N1,1.86,1.9E+04,9.6E+03,1.5E+04,2.7E+04,9.0E+03,4.4E+04,3.9E+04,2.4E+04,6.3E+04,1.9E+04,2.1E+04,1.8E+03,7.3E+03,1.7E+04,1.2E+04,1.4E+04,2.4E+04,6.0E+03,5.4E+04,2.4E+04,2.0E+04,8.5E+03,3.6E+04,6.2E+04,9.5E+03,1.1E+04,1.6E+04,1.9E+04,5.9E+03,9.1E+03,2.6E+04,4.4E+04,3.0E+04,1.4E+04,1.9E+04,2.1E+04,5.8E+04,1.1E+04,5.4E+03,6.6E+03,3.4E+04,7.8E+03,3.4E+04,2.2E+04,1.2E+04,3.0E+04,2.5E+04,6.0E+04,7.1E+04,7.6E+03,3.4E+04,8.8E+03,1.5E+04,3.4E+04,3.3E+04,2.4E+03
SM(d18:2/12:0)+H,SM,(d18:2/12:0),(d18:2),(12:0),,,5.0,5.0,Accucore_C18_pos,645.4966,C35 H70 O6 N2 P1,1.86,4.9E+04,1.3E+04,3.4E+04,3.0E+06,2.2E+04,2.6E+06,2.7E+06,2.8E+06,8.2E+05,1.0E+04,9.4E+04,2.8E+04,8.6E+03,7.4E+04,1.4E+04,1.6E+04,1.7E+04,6.0E+04,2.9E+06,3.0E+06,2.9E+06,1.4E+04,2.4E+04,1.8E+06,4.3E+04,5.8E+03,1.9E+04,3.5E+05,9.3E+05,1.1E+06,1.0E+06,5.1E+05,1.2E+06,7.5E+03,3.1E+06,6.4E+04,1.3E+04,2.1E+04,3.2E+04,8.7E+04,2.9E+06,4.6E+04,4.9E+04,5.5E+04,2.9E+06,3.5E+04,1.2E+04,3.1E+06,3.2E+06,2.2E+04,1.2E+04,1.2E+04,3.5E+04,2.3E+06,8.2E+03,1.5E+04
