Compound,m.z,Retention.time..min.,Mode,Intensity,O4_0220,O2_0220,Y2_1219,O1+O5_1219,O3_0220,Y1_1219,Y3_0220,O2+O3_1219,Y5_0220,O1_0220,Y2_0220,O5_0220,Y4_0220,Y4_1219,O4_1219,Y1_0220,QC1,QC2,QC3,LipidIon,FattyAcid,Class,IonFormula,RT_LS,mz_LS,mscore,tscore
1.69_424.3434m/z,424.3434,1.69,Accucore_C18_pos,1.6E+05,1.6E+05,4.1E+05,1.1E+05,1.1E+05,3.6E+05,9.7E+04,1.6E+05,8.1E+04,1.7E+05,2.2E+05,3.5E+05,2.0E+05,3.2E+05,1.6E+05,5.2E+04,2.9E+05,1.1E+05,1.2E+05,1.2E+05,AcCa(18:2)+H,(18:2),AcCa,C25 H46 O4 N1,1.678243865,424.3421355,10.07085576,0.143469045
16.67_652.5901m/z,652.5901,16.67,Accucore_C18_neg,3.3E+05,3.2E+05,1.1E+06,2.9E+05,1.3E+05,4.3E+05,3.4E+05,1.9E+05,2.0E+05,5.1E+05,8.2E+05,1.0E+06,3.1E+05,4.7E+05,2.5E+05,1.3E+05,1.1E+06,4.8E+05,4.9E+05,5.0E+05,Cer(d15:0/24:1)+HCOO,(d15:0/24:1),Cer,C40 H78 O5 N1,16.72712102,652.5885475,19.15992775,1.02017401
8.33_526.4487m/z,526.4487,8.33,Accucore_C18_neg,4.1E+04,4.1E+04,4.3E+04,4.3E+04,3.7E+04,4.1E+04,4.0E+04,3.2E+04,3.6E+04,4.3E+04,3.9E+04,4.9E+04,3.7E+04,4.7E+04,4.1E+04,3.8E+04,4.4E+04,5.1E+04,5.4E+04,5.5E+04,Cer(d15:1/15:0)+HCOO,(d15:1/15:0),Cer,C31 H60 O5 N1,8.38850724,526.4476975,5.20338697,0.805400783
8.39_464.4475m/z,464.4475,8.39,Accucore_C18_pos,2.3E+05,2.5E+05,2.1E+05,2.3E+05,2.1E+05,2.3E+05,2.2E+05,2.0E+05,2.1E+05,2.4E+05,2.3E+05,2.4E+05,2.2E+05,2.2E+05,2.3E+05,2.3E+05,2.4E+05,1.5E+05,1.7E+05,2.0E+05,Cer(d15:1/15:0)+H-H2O,(d15:1/15:0),Cer,C30 H58 O2 N1,8.38850724,464.4462055,17.19550733,0.720320162
8.53_512.5053m/z,512.5053,8.53,Accucore_C18_pos,2.5E+05,2.6E+05,2.5E+05,2.6E+05,2.5E+05,2.7E+05,2.6E+05,2.5E+05,2.4E+05,2.6E+05,2.4E+05,2.6E+05,2.5E+05,2.7E+05,2.5E+05,2.4E+05,2.7E+05,1.0E+05,1.0E+05,1.1E+05,Cer(d16:0/16:0)+H,(d16:0/16:0),Cer,C32 H66 O3 N1,8.532,512.5037205,4.050790305,1.52299094
8.65_512.5053m/z,512.5053,8.65,Accucore_C18_pos,1.7E+05,1.9E+05,6.8E+04,1.6E+05,2.2E+05,1.7E+05,1.8E+05,2.4E+05,2.3E+05,1.6E+05,8.6E+04,1.0E+05,2.3E+05,1.1E+05,1.3E+05,2.5E+05,1.2E+05,2.0E+04,3.1E+04,8.7E+03,Cer(d16:0/16:0)+H,(d16:0/16:0),Cer,C32 H66 O3 N1,8.532,512.5037205,4.050790305,1.52299094
8.04_512.5057m/z,512.5057,8.04,Accucore_C18_pos,4.3E+03,3.7E+03,4.6E+03,4.2E+03,4.8E+03,5.1E+03,4.1E+03,3.3E+03,4.2E+03,6.3E+03,4.8E+03,5.8E+03,3.8E+03,4.1E+03,4.8E+03,2.9E+03,4.3E+03,2.1E+03,1.9E+03,1.8E+03,Cer(d16:0/16:0)+H,(d16:0/16:0),Cer,C32 H66 O3 N1,8.095,512.5037205,4.699723793,1.821897736
14.43_624.5586m/z,624.5586,14.43,Accucore_C18_neg,4.7E+05,4.7E+05,1.9E+06,3.6E+05,1.9E+05,7.6E+05,4.6E+05,2.7E+05,2.6E+05,7.5E+05,1.5E+06,1.7E+06,4.7E+05,7.8E+05,3.9E+05,1.6E+05,1.7E+06,7.9E+05,7.7E+05,7.5E+05,Cer(d16:0/21:1)+HCOO,(d16:0/21:1),Cer,C38 H74 O5 N1,14.37030272,624.5572475,32.3963599,1.274105932
10.53_506.4950m/z,506.4950,10.53,Accucore_C18_pos,5.6E+05,4.7E+05,1.4E+06,6.3E+05,1.6E+05,7.2E+05,4.9E+05,3.4E+05,3.8E+05,8.1E+05,1.4E+06,2.1E+06,4.6E+05,8.6E+05,3.2E+05,2.1E+05,1.6E+06,5.0E+05,5.1E+05,5.1E+05,Cer(d17:1/16:0)+H-H2O,(d17:1/16:0),Cer,C33 H64 O2 N1,10.54007012,506.4931555,9.549069168,0.823612445
12.07_540.5372m/z,540.5372,12.07,Accucore_C18_pos,3.8E+05,4.5E+05,1.8E+06,1.5E+05,9.0E+03,4.7E+05,9.2E+04,2.4E+05,5.6E+04,5.8E+05,1.7E+06,1.8E+06,3.2E+05,7.2E+05,4.6E+04,3.8E+04,1.6E+06,3.7E+05,4.4E+05,3.9E+05,Cer(d18:0/16:0)+H,(d18:0/16:0),Cer,C34 H70 O3 N1,12.06339184,540.5350205,29.55678031,0.422901578
11.99_584.5271m/z,584.5271,11.99,Accucore_C18_neg,2.1E+05,2.3E+05,6.9E+05,9.3E+04,2.4E+04,2.3E+05,6.9E+04,1.3E+05,6.3E+04,2.8E+05,6.3E+05,7.2E+05,1.9E+05,3.0E+05,5.6E+04,4.4E+04,6.4E+05,2.5E+05,2.3E+05,2.3E+05,Cer(d18:0/16:0)+HCOO| Cer(m17:0/17:0+O)+HCOO,(d18:0/16:0)| (m17:0/17:0+O),Cer| Cer,C35 H70 O5 N1| C35 H70 O5 N1,12.0633918377366| 12.044,584.525947529999| 584.525947529999,7.18056063754406| 3.34948934176747,0.591003561629524| 0.824564339595292
13.09_554.5528m/z,554.5528,13.09,Accucore_C18_pos,7.7E+04,7.1E+04,4.5E+05,4.4E+04,1.9E+04,1.5E+05,7.3E+04,5.2E+04,3.9E+04,1.5E+05,3.8E+05,4.4E+05,8.0E+04,1.7E+05,5.3E+04,1.9E+04,4.2E+05,1.0E+05,1.2E+05,9.6E+04,Cer(d18:0/17:0)+H,(d18:0/17:0),Cer,C35 H72 O3 N1,13.08742356,554.5506705,18.09700127,0.311414705
12.97_598.5433m/z,598.5433,12.97,Accucore_C18_neg,4.1E+04,4.6E+04,2.5E+05,2.7E+04,2.3E+03,8.6E+04,2.7E+04,2.1E+04,9.9E+03,8.1E+04,1.9E+05,2.3E+05,3.6E+04,9.6E+04,2.4E+04,5.8E+02,2.3E+05,9.2E+04,8.9E+04,8.1E+04,Cer(d18:0/17:0)+HCOO,(d18:0/17:0),Cer,C36 H72 O5 N1,13.08742356,598.5415975,5.380535767,0.822370388
14.09_612.5584m/z,612.5584,14.09,Accucore_C18_neg,6.9E+05,8.2E+05,3.6E+06,3.7E+05,1.4E+05,1.1E+06,3.6E+05,4.1E+05,1.8E+05,1.1E+06,3.2E+06,3.1E+06,5.6E+05,1.3E+06,3.6E+05,1.4E+05,3.3E+06,1.3E+06,1.3E+06,1.3E+06,Cer(d18:0/18:0)+HCOO,(d18:0/18:0),Cer,C37 H74 O5 N1,14.17061508,612.5572475,49.17310063,0.556784926
14.09_566.5528m/z,566.5528,14.09,Accucore_C18_neg,6.7E+04,8.3E+04,4.0E+05,2.6E+04,5.3E+03,1.2E+05,2.7E+04,3.3E+04,1.0E+04,1.1E+05,3.7E+05,3.5E+05,5.2E+04,1.4E+05,2.7E+04,6.5E+03,3.7E+05,1.5E+05,1.4E+05,1.5E+05,Cer(d18:0/18:0)-H,(d18:0/18:0),Cer,C36 H72 O3 N1,14.17061508,566.5517675,10.2354557,0.459770259
12.29_566.5525m/z,566.5525,12.29,Accucore_C18_pos,2.2E+05,2.5E+05,8.7E+05,1.9E+05,2.7E+04,3.8E+05,1.2E+05,1.5E+05,6.6E+04,3.7E+05,7.6E+05,9.8E+05,1.8E+05,5.1E+05,1.4E+05,4.0E+04,8.8E+05,2.8E+05,2.6E+05,2.0E+05,Cer(d18:0/18:1)+H,(d18:0/18:1),Cer,C36 H72 O3 N1,12.17982608,566.5506705,31.51922597,0.194731723
12.17_610.5425m/z,610.5425,12.17,Accucore_C18_neg,1.7E+05,1.8E+05,5.7E+05,1.6E+05,3.3E+04,2.8E+05,1.1E+05,1.0E+05,5.5E+04,2.6E+05,4.8E+05,6.4E+05,1.3E+05,3.4E+05,1.3E+05,3.3E+04,5.8E+05,2.4E+05,2.4E+05,2.2E+05,Cer(d18:0/18:1)+HCOO,(d18:0/18:1),Cer,C37 H72 O5 N1,12.17982608,610.5415975,6.268116019,0.266265716
17.97_650.6469m/z,650.6469,17.97,Accucore_C18_pos,8.1E+05,9.6E+05,3.5E+06,5.2E+05,2.3E+05,1.1E+06,5.4E+05,5.2E+05,3.1E+05,1.2E+06,3.1E+06,3.0E+06,6.6E+05,1.4E+06,4.1E+05,2.9E+05,3.2E+06,1.1E+06,1.1E+06,1.1E+06,Cer(d18:0/24:0+O)+H-H2O| Cer(d18:0/24:1)+H| Cer(m18:1/24:0+O)+H,(d18:0/24:0+O)| (d18:0/24:1)| (m18:1/24:0+O),Cer| Cer| Cer,C42 H84 O3 N1| C42 H84 O3 N1| C42 H84 O3 N1,17.987| 17.9534920936212| 17.9825052781573,650.64457047| 650.64457047| 650.64457047,4.83287265194062| 34.3371899211809| 24.5966824141508,0.784439961886612| 1.52010648393233| 1.37449981726566
17.88_694.6365m/z,694.6365,17.88,Accucore_C18_neg,4.9E+05,6.0E+05,1.8E+06,2.5E+05,7.6E+04,6.2E+05,2.3E+05,2.6E+05,1.3E+05,6.7E+05,1.7E+06,1.6E+06,3.7E+05,7.4E+05,1.5E+05,1.1E+05,1.7E+06,7.1E+05,7.0E+05,6.9E+05,Cer(d18:0/24:1)+HCOO,(d18:0/24:1),Cer,C43 H84 O5 N1,17.95349209,694.6354975,22.37242039,1.221473542
9.64_554.4803m/z,554.4803,9.64,Accucore_C18_neg,4.0E+04,3.7E+04,1.1E+05,4.3E+04,5.9E+03,5.3E+04,2.1E+04,1.7E+04,1.6E+04,4.9E+04,9.8E+04,1.2E+05,2.5E+04,6.5E+04,1.9E+04,1.0E+04,1.1E+05,4.2E+04,4.4E+04,4.3E+04,Cer(d18:1/14:0)+HCOO,(d18:1/14:0),Cer,C33 H64 O5 N1,9.708087192,554.4789975,3.787814733,0.803826999
9.72_492.4789m/z,492.4789,9.72,Accucore_C18_pos,1.3E+05,1.4E+05,3.7E+05,1.3E+05,2.9E+04,1.8E+05,6.6E+04,9.5E+04,7.7E+04,1.8E+05,3.1E+05,4.1E+05,9.8E+04,1.9E+05,6.7E+04,5.7E+04,3.7E+05,9.5E+04,1.1E+05,1.1E+05,Cer(d18:1/14:0)+H-H2O,(d18:1/14:0),Cer,C32 H62 O2 N1,9.708087192,492.4775055,13.78789914,0.811104633
11.31_596.5273m/z,596.5273,11.31,Accucore_C18_neg,5.3E+04,6.1E+04,1.9E+05,4.0E+04,8.8E+03,6.6E+04,2.4E+04,2.9E+04,1.7E+04,7.7E+04,1.9E+05,1.9E+05,4.5E+04,8.8E+04,2.0E+04,7.8E+03,1.8E+05,6.9E+04,7.3E+04,6.8E+04,Cer(d18:1/16:0)+CH3COO,(d18:1/16:0),Cer,C36 H70 O5 N1,11.37959692,596.5259475,31.67527525,0.833885549
11.31_582.5116m/z,582.5116,11.31,Accucore_C18_neg,5.6E+06,6.4E+06,1.6E+07,4.4E+06,1.9E+06,6.7E+06,3.5E+06,3.7E+06,2.6E+06,7.5E+06,1.5E+07,1.6E+07,4.9E+06,8.0E+06,3.0E+06,2.2E+06,1.4E+07,6.4E+06,6.2E+06,6.2E+06,Cer(d18:1/16:0)+HCOO,(d18:1/16:0),Cer,C35 H68 O5 N1,11.37959692,582.5102975,86.60710136,0.873072216
11.40_520.5111m/z,520.5111,11.40,Accucore_C18_pos,1.5E+07,1.7E+07,4.4E+07,1.1E+07,4.7E+06,1.8E+07,9.2E+06,1.0E+07,6.7E+06,2.1E+07,4.4E+07,4.6E+07,1.3E+07,2.2E+07,7.6E+06,5.7E+06,4.3E+07,1.3E+07,1.3E+07,1.3E+07,Cer(d18:1/16:0)+H-H2O,(d18:1/16:0),Cer,C34 H66 O2 N1,11.37959692,520.5088055,18.30700965,0.846877621
11.31_536.5058m/z,536.5058,11.31,Accucore_C18_neg,1.1E+06,1.2E+06,3.0E+06,8.2E+05,3.5E+05,1.3E+06,6.6E+05,7.1E+05,4.8E+05,1.4E+06,2.9E+06,3.1E+06,9.3E+05,1.5E+06,5.7E+05,3.9E+05,2.8E+06,1.3E+06,1.2E+06,1.2E+06,Cer(d18:1/16:0)-H,(d18:1/16:0),Cer,C34 H66 O3 N1,11.37959692,536.5048175,75.76289758,0.898140549
10.04_580.4955m/z,580.4955,10.04,Accucore_C18_neg,3.0E+04,3.6E+04,9.1E+04,4.2E+04,6.4E+03,5.9E+04,2.2E+03,1.3E+04,3.8E+03,1.9E+04,1.9E+05,1.9E+05,2.3E+04,9.6E+04,8.3E+03,5.9E+03,1.9E+05,6.9E+03,6.0E+03,2.0E+04,Cer(d18:1/16:1)+HCOO,(d18:1/16:1),Cer,C35 H66 O5 N1,9.996,580.4946475,4.346900122,0.832229185
9.79_580.4964m/z,580.4964,9.79,Accucore_C18_neg,5.4E+03,5.3E+03,2.6E+04,5.5E+03,0.0E+00,6.7E+03,0.0E+00,1.2E+03,1.7E+03,6.6E+03,2.5E+04,1.8E+04,6.9E+02,9.1E+03,1.1E+03,5.3E+02,2.4E+04,7.9E+03,5.8E+03,5.6E+03,Cer(d18:1/16:1)+HCOO,(d18:1/16:1),Cer,C35 H66 O5 N1,9.996,580.4946475,4.346900122,0.832229185
12.30_596.5275m/z,596.5275,12.30,Accucore_C18_neg,1.9E+06,1.8E+06,6.1E+06,1.8E+06,8.7E+05,2.9E+06,2.0E+06,1.1E+06,1.2E+06,3.0E+06,4.7E+06,5.7E+06,1.8E+06,3.0E+06,1.8E+06,7.7E+05,5.6E+06,2.6E+06,2.6E+06,2.5E+06,Cer(d18:1/17:0)+HCOO,(d18:1/17:0),Cer,C36 H70 O5 N1,12.35536412,596.5259475,59.66745886,1.188047067
12.39_534.5268m/z,534.5268,12.39,Accucore_C18_pos,4.7E+06,4.3E+06,1.6E+07,4.2E+06,2.0E+06,7.2E+06,4.9E+06,2.9E+06,3.0E+06,7.4E+06,1.3E+07,1.5E+07,4.6E+06,7.7E+06,4.2E+06,1.9E+06,1.6E+07,5.0E+06,4.7E+06,5.1E+06,Cer(d18:1/17:0)+H-H2O,(d18:1/17:0),Cer,C35 H68 O2 N1,12.35536412,534.5244555,11.44483401,1.174325061
12.30_550.5218m/z,550.5218,12.30,Accucore_C18_neg,3.1E+05,2.9E+05,1.0E+06,2.9E+05,1.4E+05,4.8E+05,3.2E+05,1.8E+05,2.1E+05,5.0E+05,7.8E+05,9.6E+05,3.0E+05,4.9E+05,2.9E+05,1.2E+05,9.4E+05,4.3E+05,4.3E+05,4.3E+05,Cer(d18:1/17:0)-H,(d18:1/17:0),Cer,C35 H68 O3 N1,12.35536412,550.5204675,15.28026927,1.121300734
13.31_624.5581m/z,624.5581,13.31,Accucore_C18_neg,3.0E+05,3.4E+05,1.2E+06,2.2E+05,9.3E+04,5.0E+05,2.3E+05,1.8E+05,1.2E+05,4.8E+05,1.1E+06,1.1E+06,2.6E+05,5.3E+05,2.0E+05,9.1E+04,1.1E+06,4.7E+05,4.5E+05,4.4E+05,Cer(d18:1/18:0)+CH3COO,(d18:1/18:0),Cer,C38 H74 O5 N1,13.41018724,624.5572475,63.27158466,1.540894709
13.31_610.5424m/z,610.5424,13.31,Accucore_C18_neg,2.3E+07,2.5E+07,8.0E+07,1.7E+07,8.2E+06,3.5E+07,1.7E+07,1.4E+07,9.9E+06,3.4E+07,7.3E+07,6.8E+07,2.0E+07,3.6E+07,1.6E+07,8.4E+06,7.3E+07,3.2E+07,3.1E+07,3.0E+07,Cer(d18:1/18:0)+HCOO,(d18:1/18:0),Cer,C37 H72 O5 N1,13.41018724,610.5415975,79.73570681,1.458709709
13.44_548.5424m/z,548.5424,13.44,Accucore_C18_pos,8.0E+07,8.9E+07,2.7E+08,6.1E+07,3.2E+07,1.2E+08,6.4E+07,5.3E+07,3.6E+07,1.2E+08,2.6E+08,2.5E+08,7.1E+07,1.3E+08,6.0E+07,3.2E+07,2.6E+08,9.4E+07,9.5E+07,9.6E+07,Cer(d18:1/18:0)+H-H2O,(d18:1/18:0),Cer,C36 H70 O2 N1,13.41018724,548.5401055,18.27923643,1.022454137
21.81_548.5420m/z,548.5420,21.81,Accucore_C18_pos,2.8E+04,1.7E+04,6.9E+04,1.6E+04,1.3E+04,3.2E+04,2.8E+04,7.9E+03,7.5E+03,3.7E+04,6.9E+04,5.7E+04,1.3E+04,3.5E+04,2.9E+04,8.3E+03,7.2E+04,2.1E+04,2.7E+04,2.1E+04,Cer(d18:1/18:0)+H-H2O,(d18:1/18:0),Cer,C36 H70 O2 N1,21.80610319,548.5401055,10.95359585,9.374503484
21.72_548.5420m/z,548.5420,21.72,Accucore_C18_pos,1.8E+03,1.7E+03,5.2E+03,1.0E+03,6.2E+02,2.7E+03,1.4E+03,7.9E+02,5.6E+02,3.0E+03,5.4E+03,4.6E+03,1.0E+03,2.5E+03,2.0E+03,4.5E+02,7.0E+03,1.1E+03,9.4E+02,0.0E+00,Cer(d18:1/18:0)+H-H2O,(d18:1/18:0),Cer,C36 H70 O2 N1,21.80610319,548.5401055,10.95359585,9.374503484
13.31_564.5372m/z,564.5372,13.31,Accucore_C18_neg,3.5E+06,3.9E+06,1.3E+07,2.5E+06,1.2E+06,5.4E+06,2.6E+06,2.2E+06,1.5E+06,5.2E+06,1.1E+07,1.1E+07,3.0E+06,5.6E+06,2.4E+06,1.2E+06,1.2E+07,5.2E+06,4.9E+06,4.9E+06,Cer(d18:1/18:0)-H,(d18:1/18:0),Cer,C36 H70 O3 N1,13.41018724,564.5361175,72.70874835,1.482362042
11.49_608.5270m/z,608.5270,11.49,Accucore_C18_neg,6.7E+05,6.7E+05,1.3E+06,6.6E+05,2.0E+05,8.4E+05,3.9E+05,4.2E+05,3.2E+05,8.0E+05,1.2E+06,1.3E+06,4.8E+05,9.0E+05,4.5E+05,2.1E+05,1.4E+06,5.8E+05,5.4E+05,5.4E+05,Cer(d18:1/18:1)+HCOO,(d18:1/18:1),Cer,C37 H70 O5 N1,11.5469818,608.5259475,27.56712061,0.617004765
11.56_546.5265m/z,546.5265,11.56,Accucore_C18_pos,1.0E+06,1.1E+06,2.6E+06,1.0E+06,3.7E+05,1.4E+06,8.0E+05,7.3E+05,5.1E+05,1.5E+06,2.4E+06,2.8E+06,8.4E+05,1.7E+06,8.5E+05,3.9E+05,2.8E+06,8.3E+05,9.0E+05,9.1E+05,Cer(d18:1/18:1)+H-H2O,(d18:1/18:1),Cer,C36 H68 O2 N1,11.5469818,546.5244555,17.23156409,0.515492309
15.55_638.5740m/z,638.5740,15.55,Accucore_C18_neg,1.8E+06,2.2E+06,5.5E+06,1.4E+06,6.1E+05,2.5E+06,1.4E+06,1.0E+06,6.7E+05,2.6E+06,4.8E+06,5.3E+06,1.5E+06,3.0E+06,1.2E+06,5.8E+05,5.2E+06,3.0E+06,3.1E+06,3.0E+06,Cer(d18:1/20:0)+HCOO,(d18:1/20:0),Cer,C39 H76 O5 N1,15.61875781,638.5728975,71.87225547,1.068795211
15.67_576.5733m/z,576.5733,15.67,Accucore_C18_pos,2.0E+06,2.3E+06,8.3E+06,1.2E+06,5.8E+05,2.7E+06,1.3E+06,1.2E+06,7.4E+05,2.9E+06,7.1E+06,6.5E+06,1.8E+06,2.8E+06,1.1E+06,6.9E+05,7.5E+06,2.1E+06,2.1E+06,2.0E+06,Cer(d18:1/20:0)+H-H2O,(d18:1/20:0),Cer,C38 H74 O2 N1,15.61875781,576.5714055,18.44963321,1.206206198
15.55_592.5682m/z,592.5682,15.55,Accucore_C18_neg,2.0E+05,2.4E+05,6.4E+05,1.5E+05,4.8E+04,2.8E+05,1.4E+05,1.0E+05,6.0E+04,3.0E+05,5.6E+05,6.4E+05,1.6E+05,3.4E+05,1.2E+05,4.9E+04,6.2E+05,3.5E+05,3.9E+05,3.8E+05,Cer(d18:1/20:0)-H,(d18:1/20:0),Cer,C38 H74 O3 N1,15.61875781,592.5674175,23.81730916,1.112160544
13.09_636.5587m/z,636.5587,13.09,Accucore_C18_neg,4.0E+04,5.1E+04,1.8E+05,2.6E+04,3.0E+03,6.7E+04,2.0E+04,1.7E+04,5.4E+03,6.5E+04,1.7E+05,1.6E+05,3.0E+04,8.9E+04,1.8E+04,2.3E+03,1.7E+05,7.3E+04,7.4E+04,7.4E+04,Cer(d18:1/20:1)+HCOO,(d18:1/20:1),Cer,C39 H74 O5 N1,13.19889174,636.5572475,3.553992895,0.493635652
13.17_574.5581m/z,574.5581,13.17,Accucore_C18_pos,8.3E+04,9.6E+04,3.2E+05,5.2E+04,1.3E+04,1.3E+05,4.2E+04,5.1E+04,2.5E+04,1.3E+05,3.4E+05,3.1E+05,6.9E+04,1.7E+05,3.6E+04,2.1E+04,3.2E+05,7.2E+04,8.6E+04,8.6E+04,Cer(d18:1/20:1)+H-H2O,(d18:1/20:1),Cer,C38 H72 O2 N1,13.19889174,574.5557555,13.54799729,0.066812689
13.36_574.5579m/z,574.5579,13.36,Accucore_C18_pos,1.6E+03,3.0E+03,1.4E+04,1.0E+03,0.0E+00,2.7E+03,0.0E+00,1.5E+03,0.0E+00,1.7E+03,1.1E+04,6.3E+03,1.2E+03,2.6E+03,0.0E+00,0.0E+00,1.4E+04,3.8E+03,0.0E+00,5.5E+03,Cer(d18:1/20:1)+H-H2O,(d18:1/20:1),Cer,C38 H72 O2 N1,13.19889174,574.5557555,13.54799729,0.066812689
14.20_590.5506m/z,590.5506,14.20,Accucore_C18_pos,9.3E+05,1.1E+06,5.3E+06,5.1E+05,2.1E+05,1.8E+06,5.7E+05,5.3E+05,2.3E+05,1.6E+06,4.9E+06,4.5E+06,7.5E+05,2.0E+06,5.4E+05,2.0E+05,5.1E+06,1.6E+06,1.6E+06,1.6E+06,Cer(d18:1/20:1+O)+H-H2O,(d18:1/20:1+O),Cer,C38 H72 O3 N1,14.165,590.5506705,3.562961864,1.372999315
17.66_680.6210m/z,680.6210,17.66,Accucore_C18_neg,8.9E+04,1.0E+05,3.2E+05,5.2E+04,1.8E+04,1.1E+05,5.2E+04,4.4E+04,2.5E+04,1.3E+05,2.6E+05,2.3E+05,7.5E+04,1.1E+05,3.5E+04,1.6E+04,3.0E+05,1.2E+05,1.1E+05,1.1E+05,Cer(d18:1/22:0)+CH3COO,(d18:1/22:0),Cer,C42 H82 O5 N1,17.73958427,680.6198475,10.94290385,0.629544825
17.75_622.6157m/z,622.6157,17.75,Accucore_C18_pos,3.3E+06,3.9E+06,2.3E+07,2.0E+06,9.8E+05,5.0E+06,2.5E+06,1.9E+06,1.2E+06,5.9E+06,1.8E+07,1.6E+07,2.8E+06,5.3E+06,1.8E+06,1.2E+06,2.0E+07,5.2E+06,5.5E+06,5.4E+06,Cer(d18:1/22:0)+H| Cer(t18:0/22:0)+H-H2O,(d18:1/22:0)| (t18:0/22:0),Cer| Cer,C40 H80 O3 N1| C40 H80 O3 N1,17.7395842676044| 17.7574630547208,622.61327047| 622.61327047,30| 28.6259352979911,0.689238832987545| 0.946751968228203
17.65_666.6055m/z,666.6055,17.65,Accucore_C18_neg,7.8E+06,8.7E+06,2.5E+07,5.1E+06,2.5E+06,9.5E+06,5.4E+06,4.7E+06,3.3E+06,1.1E+07,2.1E+07,1.9E+07,6.9E+06,9.4E+06,4.3E+06,2.9E+06,2.2E+07,9.3E+06,9.1E+06,9.3E+06,Cer(d18:1/22:0)+HCOO,(d18:1/22:0),Cer,C41 H80 O5 N1,17.73958427,666.6041975,77.658751,0.729594158
17.77_604.6052m/z,604.6052,17.77,Accucore_C18_pos,1.4E+07,1.6E+07,8.9E+07,8.3E+06,4.0E+06,2.1E+07,1.0E+07,7.8E+06,5.0E+06,2.4E+07,6.9E+07,6.2E+07,1.2E+07,2.2E+07,7.6E+06,4.8E+06,7.8E+07,2.1E+07,2.3E+07,2.3E+07,Cer(d18:1/22:0)+H-H2O| Cer(d18:1/22:0)+H-H2O| Cer(m17:0/23:2)+H| Cer(m17:0/23:2)+H,(d18:1/22:0)| (d18:1/22:0)| (m17:0/23:2)| (m17:0/23:2),Cer| Cer| Cer| Cer,C40 H78 O2 N1| C40 H78 O2 N1| C40 H78 O2 N1| C40 H78 O2 N1,17.7395842676044| 18.113| 17.331| 17.7619728262625,604.60270547| 604.60270547| 604.60270547| 604.60270547,18.2387291850262| 13.7670870808863| 3.20445779434134| 3.72302593463954,1.44000627559111| 1.72644868706993| 2.86336210175698| 2.16029482749
16.26_604.6055m/z,604.6055,16.26,Accucore_C18_pos,8.8E+06,8.3E+06,7.9E+06,1.1E+07,7.5E+06,1.0E+07,1.1E+07,6.3E+06,6.1E+06,9.4E+06,8.3E+06,1.3E+07,6.0E+06,1.3E+07,1.2E+07,6.0E+06,1.0E+07,6.8E+06,7.2E+06,7.5E+06,Cer(d18:1/22:0)+H-H2O| Cer(m17:0/23:2)+H,(d18:1/22:0)| (m17:0/23:2),Cer| Cer,C40 H78 O2 N1| C40 H78 O2 N1,15.8791989110762| 16.2816881147056,604.60270547| 604.60270547,17.9623820132493| 4.26535309289815,0.814482928886123| 1.16486425224566
17.65_620.5994m/z,620.5994,17.65,Accucore_C18_neg,7.6E+05,8.6E+05,2.5E+06,4.9E+05,2.3E+05,9.1E+05,5.1E+05,4.4E+05,3.0E+05,1.1E+06,2.1E+06,1.9E+06,6.7E+05,9.2E+05,4.0E+05,2.6E+05,2.3E+06,9.4E+05,9.3E+05,9.7E+05,Cer(d18:1/22:0)-H,(d18:1/22:0),Cer,C40 H78 O3 N1,17.73958427,620.5987175,63.07691732,0.724118158
15.79_638.6103m/z,638.6103,15.79,Accucore_C18_pos,2.7E+05,3.2E+05,1.0E+06,1.1E+05,5.1E+04,3.1E+05,1.2E+05,1.5E+05,5.9E+04,3.9E+05,8.5E+05,7.9E+05,2.5E+05,3.0E+05,9.1E+04,5.1E+04,8.9E+05,2.3E+05,2.3E+05,2.2E+05,Cer(d18:1/22:0+O)+H| Cer(t18:0/22:0+O)+H-H2O,(d18:1/22:0+O)| (t18:0/22:0+O),Cer| Cer,C40 H80 O4 N1| C40 H80 O4 N1,15.7030569690436| 15.784,638.60818547| 638.60818547,8.29771956330809| 10.535090725596,1.09268673997126| 0.33181562820193
15.62_682.6000m/z,682.6000,15.62,Accucore_C18_neg,2.2E+05,2.6E+05,6.0E+05,1.1E+05,4.5E+04,2.6E+05,1.2E+05,1.0E+05,4.4E+04,3.0E+05,5.3E+05,5.8E+05,1.8E+05,3.0E+05,9.8E+04,2.9E+04,5.7E+05,3.2E+05,3.3E+05,3.4E+05,Cer(d18:1/22:0+O)+HCOO,(d18:1/22:0+O),Cer,C41 H80 O6 N1,15.70305697,682.5991125,11.99207716,1.279428043
15.77_620.6000m/z,620.6000,15.77,Accucore_C18_pos,1.9E+05,2.1E+05,6.8E+05,6.4E+04,2.7E+04,2.1E+05,7.9E+04,1.0E+05,3.6E+04,2.7E+05,6.0E+05,5.6E+05,1.7E+05,2.2E+05,5.3E+04,3.2E+04,6.5E+05,1.7E+05,1.7E+05,2.0E+05,Cer(d18:1/22:0+O)+H-H2O| Cer(d18:1/22:1)+H,(d18:1/22:0+O)| (d18:1/22:1),Cer| Cer,C40 H78 O3 N1| C40 H78 O3 N1,15.7030569690436| 15.821,620.59762047| 620.59762047,4.9091763983381| 3.57419140520819,0.59296330671585| 0.286160088235488
